,^GSPC,^STOXX50E,^IRX,^TNX,EURUSD=X,JPYUSD=X,CL=F,GC=F,CAP_120M,CAP_12M,CAP_1M,CAP_24M,CAP_3M,CAP_60M,CAP_6M,FLOOR_120M,FLOOR_12M,FLOOR_1M,FLOOR_24M,FLOOR_3M,FLOOR_60M,FLOOR_6M,SWAPTION_PAYER_120M,SWAPTION_PAYER_12M,SWAPTION_PAYER_1M,SWAPTION_PAYER_24M,SWAPTION_PAYER_3M,SWAPTION_PAYER_60M,SWAPTION_PAYER_6M,SWAPTION_RECEIVER_120M,SWAPTION_RECEIVER_12M,SWAPTION_RECEIVER_1M,SWAPTION_RECEIVER_24M,SWAPTION_RECEIVER_3M,SWAPTION_RECEIVER_60M,SWAPTION_RECEIVER_6M
2018-01-17,0.009371006206502086,-0.0025515558645144596,0.0142351025356305,0.013276320911900416,0.00023307764364815267,0.0017468764897534117,0.003758840401134642,0.0019450709821960197,0.063905,0.04637414285714286,0.043712428571428576,0.07339914285714286,0.054883,0.07668485714285714,0.04802942857142857,0.06925785714285713,0.059899714285714285,0.04384885714285714,0.05355685714285714,0.05926242857142857,0.06316942857142857,0.062028428571428575,0.071423,0.052590142857142856,0.04724357142857143,0.060217428571428575,0.06051171428571429,0.07429699999999999,0.05340714285714286,0.079087,0.05548828571428571,0.054416571428571425,0.04861257142857143,0.04913585714285714,0.056948428571428567,0.04758985714285714
2018-01-18,-0.0016176974974736241,0.0022477839944466844,-0.007092221713653067,0.012719381941343061,-0.007140809171959861,-0.0089104737473313,-0.00031270258937618977,-0.009009069942365968,0.06447571428571429,0.045870857142857144,0.046624428571428574,0.0764567142857143,0.05777871428571429,0.079981,0.047105857142857144,0.06960142857142858,0.06046485714285715,0.044653142857142857,0.056226285714285715,0.05729271428571429,0.06005185714285714,0.06480371428571428,0.07067142857142857,0.05088442857142857,0.04597842857142857,0.061305,0.06133985714285715,0.07533628571428572,0.050620571428571424,0.08132457142857143,0.05440057142857143,0.05389757142857143,0.055838285714285715,0.04616185714285714,0.053679285714285714,0.046194571428571425
2018-01-19,0.004375647986990156,0.007747008152473358,-0.001424483341450436,0.009908626103305642,0.004310183172470693,0.0031474084532171907,-0.009110993474894684,0.004439620791428774,0.06301457142857143,0.046615000000000004,0.046196428571428576,0.07558585714285715,0.06379900000000001,0.07834185714285714,0.04952585714285714,0.06771185714285714,0.06144471428571429,0.041531428571428566,0.05620842857142857,0.055601,0.06343457142857142,0.06768842857142857,0.07125685714285715,0.05050528571428571,0.04851642857142857,0.05787114285714286,0.05876128571428572,0.07923899999999999,0.05203214285714286,0.08072642857142857,0.05373585714285715,0.05325285714285714,0.06001428571428572,0.04357771428571428,0.054822,0.043358
2018-01-22,0.00803436438221324,0.0044323794347980346,-0.009309062229954965,0.010562104107288667,0.0015430167694837121,0.0030851688035366184,0.001891893138863068,-0.0007510891007015731,0.06458842857142857,0.04738428571428571,0.046741428571428566,0.07378457142857142,0.06141228571428571,0.07591042857142857,0.04810985714285714,0.06672328571428572,0.064014,0.04541142857142857,0.05766328571428571,0.05595785714285715,0.062246857142857145,0.06760814285714287,0.07288671428571428,0.053036714285714284,0.048819999999999995,0.05361328571428571,0.05714414285714286,0.07446157142857143,0.053155428571428576,0.08140714285714286,0.05362557142857143,0.05855085714285714,0.060800428571428575,0.04428057142857143,0.05831014285714286,0.04711114285714286
2018-01-23,0.002172004968222319,0.0019107175353748169,0.016411358077165802,-0.015504144600239867,6.12782288566978e-05,-0.0025446309598857065,0.015317578637895804,0.003600038990317503,0.06625714285714286,0.04377371428571429,0.047900571428571424,0.07412028571428572,0.06329714285714286,0.07492414285714287,0.049826,0.06477628571428572,0.06603128571428571,0.045694,0.05857514285714286,0.04876457142857143,0.06700942857142857,0.06875242857142858,0.07382757142857142,0.05110042857142857,0.04793814285714286,0.055355857142857144,0.06022628571428572,0.07690485714285714,0.05624342857142857,0.08040714285714286,0.049315571428571424,0.055287142857142854,0.06142957142857143,0.039974142857142854,0.06596257142857143,0.048960000000000004
2018-01-24,-0.0005601325472320471,-0.007947558361561014,-0.002125414211006771,0.011368053735905447,0.00439735155950313,0.007771250688203101,0.01752811440254249,0.015009996047209607,0.06927471428571429,0.042336,0.044374142857142855,0.07296485714285714,0.06741028571428571,0.07574328571428571,0.04462485714285714,0.06531,0.060531999999999996,0.04432557142857142,0.053896571428571426,0.04749557142857143,0.06663228571428571,0.06444871428571429,0.07109957142857143,0.04969428571428571,0.04491242857142857,0.056757,0.06011428571428572,0.07462728571428572,0.05421614285714286,0.07972614285714286,0.045760857142857145,0.04933957142857143,0.057769,0.04036457142857143,0.06734314285714285,0.04838728571428571
2018-01-25,0.0006024393988328895,-0.0035939551145653657,-0.01212998112730802,-0.012512008449759636,0.006545840132911253,0.007118411038249233,-0.001525297306496073,0.0047824097943095206,0.07349271428571429,0.04137885714285715,0.04108214285714285,0.07063571428571429,0.06301085714285715,0.07837057142857143,0.04327414285714286,0.06723642857142857,0.064275,0.04928442857142857,0.05103471428571428,0.053854,0.06825485714285714,0.060188285714285715,0.07227271428571427,0.050109,0.04178757142857143,0.05434257142857143,0.06116685714285714,0.07443385714285713,0.05662785714285714,0.08009042857142856,0.04965614285714286,0.04570871428571428,0.05748657142857143,0.04097828571428571,0.06858257142857142,0.05385871428571428
2018-01-26,0.011771638106084168,0.004743359743489495,-0.0035958292603662447,0.01552175377146859,9.918292422570005e-05,-0.0034515650616711918,0.009570862972459189,-0.007958810491319437,0.07466014285714286,0.04460485714285715,0.046388285714285715,0.064997,0.06033442857142857,0.078149,0.04373685714285714,0.06861471428571428,0.066022,0.04842985714285714,0.05516471428571428,0.05543128571428572,0.06826571428571429,0.061049714285714284,0.06787142857142857,0.047621000000000004,0.03933242857142857,0.056413,0.06016742857142857,0.07160585714285715,0.06028685714285714,0.07550814285714284,0.04647157142857143,0.045168285714285716,0.056246000000000004,0.04039014285714286,0.06820742857142857,0.058718285714285716
2018-01-29,-0.006754736284863033,-0.0011987939288998091,-0.009410139211101003,0.013803592460141791,0.0028791319849890973,0.00975535262683957,-0.008807981689107937,,0.07607014285714286,0.04355971428571429,0.044449999999999996,0.065424,0.057234714285714285,0.07394985714285715,0.04497342857142857,0.07140557142857143,0.06594900000000001,0.04556485714285714,0.05578642857142857,0.05643342857142857,0.06739685714285713,0.062122000000000004,0.06757057142857144,0.044939999999999994,0.039837142857142856,0.050787285714285715,0.05916042857142857,0.07449471428571429,0.05664657142857143,0.075825,0.045958428571428574,0.045014571428571425,0.056537000000000004,0.037393142857142854,0.061182571428571426,0.058383142857142856
2018-01-30,-0.010958642805337085,-0.010011418806473856,0.035718049139821954,0.009954068941521848,-0.0037833976858985714,-0.002638353679842022,-0.016300492834635933,,0.07746014285714287,0.04185328571428571,0.043663714285714285,0.06167157142857143,0.055822142857142855,0.077338,0.04288657142857143,0.07399128571428572,0.06288257142857143,0.044561142857142855,0.057885571428571425,0.05754457142857143,0.06767942857142857,0.05724928571428572,0.06867328571428571,0.041118,0.04452428571428572,0.04780028571428572,0.05811128571428571,0.07772242857142857,0.05933042857142857,0.06899771428571429,0.046420142857142854,0.04542028571428571,0.05425328571428572,0.03708385714285715,0.06683557142857142,0.05863628571428571
2018-01-31,0.0004888658586947881,0.0007039980802924226,0.0035026273336773027,-0.0022034683364123386,0.002293139592610932,0.0017826292271600564,0.0035596006162437266,0.0026921759851948287,0.07913142857142856,0.041908714285714285,0.041937,0.05869214285714286,0.05323428571428572,0.07763042857142857,0.04749985714285714,0.07471971428571429,0.06287385714285715,0.04719,0.055713571428571425,0.05764342857142857,0.07073985714285715,0.05773957142857143,0.06584428571428572,0.04200557142857143,0.043082142857142854,0.04908828571428571,0.05684785714285714,0.07861514285714286,0.06174028571428571,0.07425128571428571,0.047382857142857136,0.045240857142857145,0.05539042857142857,0.038852,0.06193642857142857,0.06356457142857143
2018-02-01,-0.0006482983520233253,-0.008888757777286746,0.0159559422096428,0.019297876495097045,0.0007324958037122442,-0.004303980601957258,0.01639506029259812,0.003950401091376265,0.07919885714285714,0.03901714285714286,0.043717428571428574,0.060065,0.055638714285714284,0.07589214285714285,0.047793857142857145,0.08160757142857143,0.058482,0.047991571428571425,0.059784142857142855,0.05427914285714286,0.07108642857142858,0.05747085714285714,0.06291128571428571,0.042052714285714284,0.047380428571428566,0.047767000000000004,0.05671971428571428,0.078028,0.061702714285714284,0.07433628571428572,0.043503428571428575,0.04497185714285714,0.052090285714285714,0.03813914285714286,0.060987428571428574,0.06162857142857143
2018-02-02,-0.021436680516698812,-0.015229947912754525,-0.0020667604838729287,0.028791783811918305,0.007328950679841816,-0.0018755033619440708,-0.005333438981976317,-0.007916469765226359,0.07830142857142856,0.038049999999999994,0.04120028571428571,0.06601614285714286,0.05555742857142858,0.07372000000000001,0.05395285714285714,0.08002671428571428,0.06035714285714285,0.051311142857142854,0.05568728571428572,0.056374714285714285,0.073897,0.05167642857142857,0.06520471428571428,0.04845028571428572,0.05086285714285715,0.051447714285714284,0.05344385714285715,0.07790514285714287,0.061194000000000005,0.07465914285714285,0.041685714285714284,0.04697471428571428,0.04841742857142857,0.036169571428571426,0.064011,0.06181057142857143
2018-02-05,-0.041842540938381426,-0.012713593586626333,0.005502006331000505,-0.021247322383580985,-0.005053840607735393,-0.005732863638464308,-0.02006233088083776,-0.0005249568386138391,0.07519528571428571,0.04066714285714285,0.038909000000000006,0.06545028571428571,0.05094171428571429,0.07064614285714285,0.056406000000000005,0.0734607142857143,0.06588542857142857,0.04999414285714286,0.05557157142857143,0.053820285714285716,0.07426142857142858,0.04666957142857143,0.064546,0.047007714285714285,0.04714257142857143,0.05309785714285714,0.050736142857142855,0.07618014285714285,0.060293285714285716,0.07344685714285715,0.03938985714285714,0.053276,0.05251242857142857,0.03893128571428572,0.06771914285714285,0.060208285714285714
2018-02-06,0.017290573348937088,-0.024398614991472712,0.020367364475771498,-0.009349231649575754,-0.006377383172319828,0.00857944836144769,-0.011918004180194362,-0.005189755905578952,0.07458257142857143,0.04191314285714286,0.03700842857142857,0.06638457142857143,0.04612928571428571,0.07282571428571429,0.06049842857142857,0.07241299999999999,0.07068457142857143,0.04920614285714286,0.05701585714285714,0.05021971428571429,0.06909585714285714,0.046084,0.06162171428571429,0.04984157142857143,0.04590514285714286,0.05075542857142857,0.05185585714285714,0.072388,0.06317185714285714,0.0803607142857143,0.038258,0.049661857142857146,0.04863985714285714,0.041393571428571425,0.06920457142857142,0.06094242857142857
2018-02-07,-0.005014138223752627,0.01740335047774344,0.017982469394436783,0.027086550385585967,0.0010890581283255556,-0.004864558062802067,-0.025564556777916102,-0.010994537916590984,0.07684942857142858,0.04835157142857143,0.04048728571428571,0.06333228571428572,0.04309542857142857,0.07318385714285715,0.06386,0.07307914285714286,0.07578885714285714,0.050242857142857145,0.05192228571428571,0.05354085714285715,0.06362028571428571,0.04524828571428572,0.064819,0.050870571428571425,0.04297585714285714,0.05266685714285714,0.052543571428571426,0.07321728571428572,0.06398057142857143,0.08350871428571428,0.04315057142857143,0.048009,0.049479571428571435,0.04050285714285714,0.07460557142857142,0.060593714285714285
2018-02-08,-0.0382590522458017,-0.022606935972987213,0.0,0.0024582871981020256,-0.009181762489920628,0.003939241262833842,-0.010411666803414545,0.0040327608986760796,0.074229,0.04773228571428571,0.03869757142857143,0.06673357142857142,0.043285285714285714,0.07581428571428571,0.06699871428571429,0.06907542857142858,0.0739102857142857,0.05345385714285714,0.05248342857142857,0.05402471428571428,0.06552485714285715,0.05251485714285714,0.06734857142857144,0.04910214285714286,0.040436571428571426,0.05217671428571429,0.05144214285714286,0.07426214285714286,0.062416285714285716,0.0782912857142857,0.039319714285714284,0.04841742857142857,0.049371571428571424,0.040532571428571425,0.07539028571428572,0.060100428571428575
2018-02-09,0.014825645199524345,-0.015309216945144765,0.006578964906357279,-0.00774654371291516,-0.000600981855033339,0.006127027892506406,-0.032408332308778695,-0.002889772982946634,0.07495114285714287,0.04603242857142857,0.036484,0.06898157142857143,0.04724985714285714,0.07451757142857142,0.062979,0.07063685714285714,0.07286242857142856,0.054485571428571425,0.05112471428571429,0.05438171428571429,0.06840771428571428,0.05418142857142857,0.06775885714285713,0.049051000000000004,0.039584999999999995,0.05479985714285714,0.050603,0.07420314285714287,0.06185557142857143,0.07947242857142857,0.04025028571428572,0.043438142857142856,0.05139471428571429,0.040548714285714285,0.07921728571428573,0.057671428571428575
2018-02-12,0.013818665678186272,0.012625950438311943,0.006535964868773553,0.009848871666349766,-0.0006496959447372854,-0.00249401218527373,0.0015191183833392706,0.008417731344798464,0.07321557142857142,0.04584714285714286,0.040793,0.06625142857142857,0.04945157142857143,0.07593414285714285,0.06396042857142857,0.06929314285714286,0.07281342857142857,0.056910857142857145,0.04812071428571429,0.05527700000000001,0.06478728571428571,0.05739328571428571,0.07045114285714285,0.050701142857142854,0.03956685714285714,0.05902542857142857,0.05193,0.07098485714285714,0.05768542857142857,0.07479842857142857,0.03855728571428572,0.04317028571428572,0.05634542857142857,0.039103,0.08362157142857142,0.05712757142857143
2018-02-13,0.0026095219802775584,-0.008144130770709638,0.0225452934750457,-0.005968140686313143,0.004150100441697588,0.0010115512961865049,-0.001688087659558984,0.002940864406439292,0.072005,0.04673685714285714,0.03839228571428571,0.06628914285714285,0.05134871428571429,0.07271371428571428,0.06170314285714286,0.06692542857142857,0.07363571428571428,0.057904000000000004,0.049999999999999996,0.05271771428571429,0.06733814285714286,0.059639142857142856,0.07020514285714287,0.04852314285714286,0.04301728571428571,0.058168,0.05198742857142857,0.07179914285714285,0.057675,0.07498371428571428,0.03734685714285714,0.04091957142857143,0.055471142857142865,0.035805,0.08728242857142857,0.05652585714285714
2018-02-14,0.013313439808897013,0.008613130288567078,-0.012820752601721806,0.02537949269344561,0.004056140127369198,0.008556218640402928,0.023542282394517684,0.020421058915214334,0.07272885714285714,0.04949842857142857,0.03761557142857143,0.06351628571428572,0.04992657142857143,0.07135414285714285,0.062468857142857145,0.06406871428571428,0.07589585714285715,0.05180928571428572,0.046142857142857145,0.05080042857142857,0.06883385714285714,0.054080857142857146,0.069488,0.048728714285714285,0.04604971428571429,0.05639657142857143,0.051016571428571425,0.07017085714285713,0.05663557142857143,0.07359685714285714,0.042194857142857145,0.038197714285714286,0.05823085714285714,0.04134885714285714,0.08938557142857143,0.056787428571428565
2018-02-15,0.01199686177677526,0.005858415148851301,0.0064308844141964675,-0.007581040394460604,0.009146425433200864,0.010982119720628666,0.012137293277932485,-0.002511468630411128,0.07150357142857143,0.04753771428571429,0.03895742857142857,0.06714385714285714,0.053273,0.07283057142857143,0.05818985714285714,0.06492914285714287,0.07370685714285714,0.049902857142857145,0.046310000000000004,0.05115342857142857,0.067493,0.05182442857142857,0.06676771428571429,0.05207514285714286,0.043183428571428574,0.05571828571428571,0.049456714285714284,0.07064985714285714,0.05468642857142857,0.07374357142857144,0.045395571428571424,0.03444185714285714,0.057519,0.038676714285714286,0.08982057142857143,0.05321571428571429
2018-02-16,0.0003733996499216942,0.010906159036121124,0.0063898681875254795,-0.004854357195359007,0.0029091421930713865,0.0044757397055414485,0.005527573029119597,0.0008132005147932578,0.07106228571428572,0.048099,0.039590428571428575,0.06779757142857143,0.052653285714285715,0.0753607142857143,0.05725271428571428,0.06204314285714285,0.07393400000000001,0.04841128571428571,0.04785271428571429,0.05159457142857143,0.066473,0.05499557142857143,0.06654657142857143,0.050509285714285715,0.046935142857142856,0.05373371428571429,0.051570285714285714,0.06799228571428571,0.057179714285714285,0.07105842857142856,0.04572614285714286,0.035191,0.05660214285714286,0.03818885714285714,0.08929171428571428,0.052404714285714284
2018-02-20,,0.00797623899871333,0.0019089422056372428,0.0055458700407583494,-0.0010668553718264204,-0.004207156516542753,0.003560470138458665,-0.018195805777987704,0.07038857142857143,0.048101142857142856,0.04433642857142857,0.06822657142857143,0.05721657142857143,0.07166728571428571,0.05567628571428572,0.06295728571428572,0.075883,0.041735,0.04452514285714286,0.051445285714285714,0.05925414285714286,0.05680171428571429,0.06715214285714285,0.052784142857142856,0.04498471428571428,0.05125185714285714,0.050693,0.06806957142857142,0.058756857142857145,0.069116,0.05192228571428571,0.03461057142857143,0.05582585714285714,0.037793571428571426,0.08882314285714286,0.052657
2018-02-21,-0.005511664483310908,-0.0014333561142804328,0.022006600691351994,0.017135508727875653,-0.0051198390023570895,-0.006277753497384439,-0.003560470138458674,0.0009026261706847339,0.06760328571428571,0.05200642857142857,0.041652,0.06733485714285714,0.05649642857142857,0.07115642857142858,0.0555,0.063653,0.07409228571428571,0.04126085714285714,0.04318971428571428,0.05656114285714286,0.056431857142857145,0.05815285714285714,0.06695457142857143,0.053919714285714286,0.043020142857142854,0.05178428571428571,0.048088428571428574,0.06967557142857142,0.06081185714285714,0.07071314285714285,0.053370714285714285,0.036938285714285715,0.05225028571428571,0.03481257142857143,0.08923085714285714,0.050017
2018-02-22,0.0009730774855778604,0.0005333833257600428,-0.0018674272004068782,-0.008873785975388598,-0.004345012256307387,-0.0016191127864428384,0.01751752541935391,0.00045100774382701627,0.06549657142857143,0.05148742857142857,0.042636571428571426,0.06740728571428571,0.05742785714285714,0.07509157142857144,0.05463228571428571,0.05868357142857143,0.07755314285714286,0.038003857142857145,0.04464,0.049123714285714284,0.05797471428571428,0.053265571428571426,0.06660999999999999,0.056974000000000004,0.044649714285714286,0.04736928571428572,0.05041071428571429,0.06728871428571429,0.06042471428571428,0.07072828571428572,0.05068542857142857,0.03645285714285714,0.05213485714285714,0.038409285714285715,0.08614471428571428,0.04855571428571429
2018-02-23,0.015901278245121022,0.0027555235762101496,0.0,-0.01589529077153732,0.0036420916071724634,0.006913310828838935,0.012349726007966917,-0.001805344615643647,0.067652,0.04731457142857143,0.04574285714285714,0.059051428571428574,0.06253957142857143,0.07381028571428572,0.05385742857142857,0.05923942857142857,0.07824757142857143,0.03663614285714285,0.04444471428571428,0.05446385714285714,0.061255285714285714,0.05331542857142857,0.06639428571428571,0.057365285714285716,0.04438742857142857,0.05199742857142857,0.05002428571428571,0.06654857142857143,0.06035471428571428,0.06832457142857143,0.050215857142857145,0.03717085714285714,0.05377228571428572,0.04287328571428572,0.08459000000000001,0.04483028571428571
2018-02-26,0.011688438620627399,0.006291433784982663,0.0018674272004068873,-0.0041885170775524914,-0.003212105009122826,-0.0024311185029119685,0.005648855644525698,0.0018804775121498492,0.06887042857142857,0.051136428571428576,0.044427714285714286,0.05892942857142857,0.05902785714285714,0.07145742857142857,0.05373957142857143,0.06101357142857143,0.07507085714285713,0.03872871428571428,0.04540442857142857,0.054469,0.06384185714285714,0.05351728571428571,0.06577542857142857,0.05542285714285714,0.04292714285714285,0.054315999999999996,0.05103828571428571,0.06502642857142857,0.05994814285714285,0.06741514285714285,0.050556,0.039233285714285714,0.05552557142857143,0.04031657142857143,0.08346328571428573,0.04300214285714286
2018-02-27,-0.012788311441467541,-0.0014881511536934784,0.0166516028501681,0.016993655048862487,0.0023126013299230768,4.6668074029938024e-05,-0.01418242395878518,-0.011488261375785172,0.06903071428571429,0.052458142857142856,0.042929714285714286,0.058476428571428575,0.06377000000000001,0.06999928571428571,0.055491571428571425,0.06242185714285715,0.07243357142857143,0.037755,0.04704442857142858,0.056838,0.06386171428571429,0.049345714285714284,0.06538571428571428,0.05863457142857143,0.041541714285714286,0.05022728571428571,0.05007471428571429,0.06999328571428572,0.05697428571428571,0.07114871428571429,0.05462357142857143,0.040482285714285714,0.05375471428571428,0.04073771428571428,0.07904928571428571,0.045582000000000004
2018-02-28,-0.011157806083656078,-0.005529982495078494,-0.010451961018749735,-0.013850623669593243,-0.006946405230548275,-0.0033287619896171707,-0.0219824167658218,0.0,0.0672557142857143,0.051977,0.039513285714285716,0.06238642857142857,0.059091285714285714,0.06824457142857143,0.05551457142857143,0.06001714285714286,0.07359771428571428,0.03756871428571429,0.04425542857142857,0.056047428571428574,0.06327042857142857,0.05061842857142857,0.062764,0.05535971428571428,0.03924057142857142,0.04790957142857143,0.048850142857142856,0.06281085714285714,0.05483414285714285,0.07454157142857143,0.054507428571428575,0.03984028571428572,0.05615671428571429,0.043264000000000004,0.07970314285714286,0.043526999999999996
